vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,igvp,,,,,
Königsberger Straße,136,sa,30.12.2017,11:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,1,F,,,702000-071374-17/9,,,,,
Töpferstraße,147,mo,18.12.2017,17:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,701,,49,,,,,,F,,,702000-069392-17/3,,,,,
Dülmener Straße,Tiedbaum,mi,13.12.2017,14:50,5,,a,,,,,2,,,,,,,1,1,,,44,mhl,21,ms,,799,,14,,,15,,1,45,47,,702000-068444-17/5,,,,,
Hafenstraße,Von-Steuben-Straße,di,12.12.2017,20:35,5,X,,,,,,3,,1,F,,,,2,,,,71,,21,ms,,141,,49,,,,2/3,1,F,,,702000-068250-17/6,,,,,
Scharnhorststraße,99,do,30.11.2017,17:50,5,X,,,,,,2,,,,,,,1,,1,,21,ms,33,ms,,799,,14,,,,2/3,,F,,,702000-065838-17/9,,,,,
Gartenstraße,Lublinring,di,19.12.2017,21:44,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,st,,621,,14,,,,2/3,1,46,33,,702000-069575-17/2,,,,,
Wolbecker Straße,Ewaldistraße,mo,18.12.2017,14:20,3,,,,,,1,2,,,,,,,2,,,,21,st,21,coe,,302,,28,,,,,1,21,27,,702000-069257-17/2,,,,,
Weseler Straße,16,fr,15.12.2017,10:32,3,,,,,,1,2,,,,,1,,1,,,,01,,21,coe,,602,,14,,,,,1,51,64,,702000-068765-17/2,,,,,
Marienburgstraße,6,fr,15.12.2017,17:45,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,501,01,49,,,,2/3,1,41,44,2.71 °/oo,702000-068879-17/1,,,,,
Dingbängerweg,80,fr,01.12.2017,17:45,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,d,,703,,49,,,,2/3,,68,,,702000-066091-17/9,,,,,
Westhoffstraße,Am Burloh,mo,27.11.2017,17:00,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,341,,28,,,,2/3,1,64,64,,702000-065169-17/7,,,,,
Marientalstraße,Melchersstraße,fr,01.12.2017,14:30,5,X,,,,,,2,,,,,,,2,,,,21,waf,21,ms,,799,,49,,,,,1,63,,,702000-066247-17/2,,,,,
Dülmener Straße,45,di,05.12.2017,12:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,1,75,,,702000-066687-17/4,,,,,
Bergstraße,Schlaunstraße,do,23.11.2017,19:04,3,X,,,,,1,2,,1,n,,,,1,,,,21,m,71,,,243,,34,,,,2/3,1,50,23,,702000-064481-17/0,,,,,
Amelsbürener Straße,215,mo,20.11.2017,15:40,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,re,,661,,49,,,,,1,36,,,702000-063655-17/4,,,,,
Steinfurter Straße,37,do,21.12.2017,18:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-070289-17/0,,,,,
Hammer Straße,Fehrbellinweg,di,21.11.2017,16:30,2,,,,,1,,2,,2,n/n,,,,,,,,71,,71,,,371,,31,,,,2/3,1,34,63,,702000-063842-17/0,,,,,
Moränenstraße,Parkplatz,fr,17.11.2017,13:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,702000-063179-17/2,,,,,
Königsstraße,39,do,14.12.2017,10:45,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,702,,49,,,,,1,89,,,702000-068597-17/9,,,,,
Friedrich-Ebert-Straße,Augustastraße,mo,18.12.2017,07:19,2,,,,,1,1,2,,,,,,,2,,,,21,ms,21,ms,,301,,28,,,,2/3,1,32,50,,702000-069106-17/6,,,,,
Marientalstraße,Raesfeldstraße,do,09.11.2017,18:15,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,594,,34,,,,2/3,,24,,,702000-061447-17/1,,,,,
Rüschhausweg,Ahausweg,mi,15.11.2017,16:47,3,,,,,,1,2,,1,n,,1,,,,,,71,,01,,,302,,28,49,,,1/3,1,14,56,,702000-062707-17/6,,,,,
Mausbachstraße,Scheffer-Boichorst-Straße,mo,27.11.2017,19:30,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,321,,27,,,,2/3,1,47,49,,702000-065181-17/7,,,,,
Meesenstiege,7,mo,13.11.2017,11:45,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,62,53,,702000-062064-17/1,,,,,
Hammer Straße,Ludgeriplatz,fr,10.11.2017,16:50,5,,a,,,,,2,,,,,,,1,1,,,40,st,21,gt,,252,,34,49,,,1/3,,71,,,702000-070967-17/4,,,,,
Fürstenbergstraße,5,mi,15.11.2017,08:45,5,X,,,,,,2,,,,,,,2,,,,21,coe,21,ms,,703,,49,,,,,,67,,,702000-063705-17/1,,,,,
Gievenbecker Reihe,95,do,16.11.2017,15:55,3,,,,,,1,1,,1,j,,,,,,,,71,,,,,122,,49,,,,,,16,,,702000-062953-17/9,,,,,
Hornstraße,10,fr,22.12.2017,10:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-071365-17/7,,,,,
Hafenstraße,3,mo,27.11.2017,17:02,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,303,,37,,,,2/3,1,27,27,,702000-065166-17/0,,,,,
Kappenberger Damm,Lüdinghauser Straße,do,23.11.2017,13:05,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,224,,35,,,,,1,73,52,,702000-064391-17/9,,,,,
Grevener Straße,Am Burloh,do,23.11.2017,17:11,3,X,,,,,1,2,,1,n,,,,1,,,,21,,71,,,243,,34,,,,2/3,1,F,14,Schulweg,702000-064472-17/8,,,,,
Siemensstraße,57,mi,22.11.2017,13:00,5,X,,,,,,2,,,,,,,1,1,,,40,ms,21,st,,703,,49,,,,,,40,,,702000-064202-17/7,,,,,
Warendorfer Straße,Danziger Freiheit,sa,25.11.2017,14:45,3,X,,,,,1,5,,,,,,,5,,,,21,ms,21,ms,,621,,14,,,,,,97,63,,702000-064812-17/0,,,,,
Niedersachsenring,28,sa,18.11.2017,01:30,3,,,,,,1,2,1,1,n,,,,,,,,81,,71,,,672,,66,,,,2/3,1,36,37,,702000-063242-17/8,,,,,
Gartenstraße,83,mi,22.11.2017,11:50,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,643,,26,,,,,,67,,,702000-064127-17/2,,,,,
Schöppingenweg,Gescherweg,fr,29.12.2017,08:20,5,,a,,,,,2,,1,n,,,,1,,,,71,,21,ms,,341,,28,,,,,,31,,,,,,,,
Schiffahrter Damm,106,mi,27.12.2017,06:35,5,,a,,,,,2,,,,,,,,1,1,,33,ms,44,ms,,651,,14,,,,2,,48,,,,,,,,
Zum Erlenbusch,Paul-Engelhard-Weg,sa,23.12.2017,14:50,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,ms,,323,,28,,,,,1,41,,,,,,,,
Friedrich-Ebert-Straße,142,sa,30.12.2017,11:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,clp,,703,,36,,,,,1,79,,,,,,,,
Augustastraße,Friedrich-Ebert-Straße,fr,29.12.2017,17:25,5,,a,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,326,,11,28,,,2/3,1,39,,,,,,,,
Schiffahrter Damm,200m v. Emsbrücke,fr,29.12.2017,23:50,5,,z,,,,,1,,,,,,,1,,,,21,ms,,,,799,,49,,,,2,1,40,,,,,,,,
Lönsstraße,24,sa,30.12.2017,14:30,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,1,82,,,,,,,,
Osttor,Ringstraße,fr,29.12.2017,17:50,5,,z,,,,,2,,,,,,,1,1,,,21,ms,40,ms,,623,,14,,,,2,1,18,,,,,,,,
Weseler Straße,569,sa,16.12.2017,10:00,5,,a,,,,,2,,,,,,,1,1,,,40,coe,21,ms,,302,,28,,,,,,20,,,,,,,,
Albersloher Weg,Lippstädter Straße,so,31.12.2017,16:30,5,,a,,,,,2,,,,,,,2,,,,21,lh,21,st,,102,,13,49,,,2/3,1,30,,,,,,,,
Ludgeristraße,Moltkestraße,fr,29.12.2017,18:15,5,,m,,,,,2,,,,,,,2,,,,21,bor,21,boh,,621,,14,,,,2,1,54,,,,,,,,
Averkampstraße,12,fr,29.12.2017,11:10,5,,m,,,,,1,,,,,,,,1,,,40,bn,,,,711,,36,,,,,,22,,,,,,,,
B 51,Abfahrt Wolbecker Straße,fr,29.12.2017,21:40,5,,m,,,,,1,,,,,,,1,,,,21,du,,,,799,,14,,,,2,1,38,,Stadt,,,,,,
Warendorfer Straße,Handorfer Kreuz,fr,29.12.2017,15:45,5,,,o,,,,2,,,,,,,2,,,,21,re,21,waf,,623,,14,,,,2,2,55,,,,,,,,
Spiegeltrum,Domplatz,mi,20.12.2017,11:45,5,,o,,,,,2,,,,,,,2,,,,21,eu,21,ms,,711,,36,,,,,,21,,,,,,,,
Asche,Mauritzstraße,mi,20.12.2017,11:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lip,,711,,36,,,,,,84,,,,,,,,
Friedrich-Ebert-Straße,143,do,21.12.2017,13:12,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,1,37,,,,,,,,
Grevener Straße,69,do,21.12.2017,14:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,coe,,703,,14,,,,,,29,,,,,,,,
Aegidiistraße,Promenade,sa,23.12.2017,14:20,5,,o,,,,,1,,,,,,,1,,,,21,waf,,,,799,,49,,,,,,48,,Stadt,,,,,,
Osttor,Hülsebrockstraße,fr,22.12.2017,18:05,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,waf,,623,,14,,,,2/3,,47,,,,,,,,
Osthofstraße,404,di,26.12.2017,19:45,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,,,86,,2,,43,,,,,,,,
Hülsebrockstraße,23,so,24.12.2017,16:35,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,14,,,,2/3,1,59,,,,,,,,
Weseler Straße,Boeselagerstraße,sa,23.12.2017,16:05,5,,m,,,,,2,,,,,,,2,,,,21,d,21,ms,,641,,26,,,,,1,69,,,,,,,,
Friedensstraße,28,so,24.12.2017,12:40,5,,o,,,,,2,,,,,,,2,,,,21,waf,21,ms,,501,,14,,,,,1,30,,,,,,,,
Weseler Straße,939,sa,23.12.2017,15:35,5,,m,,,,,1,,,,,,,1,,,,21,lh,,,,144,,49,,,,,1,22,,Stadt,,,,,,
Hiltruper Straße,100m v. Theodor-Heuss-Straße,sa,23.12.2017,05:41,5,,o,,,,,1,,,,,,,1,,,,21,waf,,,,751,,,,86,,2,1,54,,,,,,,,
Hanseller Straße,"L529 km 2,1 fr ms",do,14.12.2017,22:00,5,,,o,,,,1,,,,,,,1,,,,21,of,,,,751,,,,86,,2,1,40,,,,,,,,
Schorlemer Straße,Ludgeriplatz,mo,04.12.2017,17:37,5,,m,,,,,2,,,,,,,2,,,,21,l,21,ms,,252,,14,,,,2,1,52,,,,,,,,
Sentruper Straße,211,fr,29.12.2017,16:55,5,,o,,,,,1,,,,,,,1,,,,21,coe,,,,173,,14,,,,2,1,63,,Stadt,,,,,,
Sentruper Straße,Parkplatz Zoo,fr,29.12.2017,14:25,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ham,,703,,14,,,,,,36,,,,,,,,
Scharnhorststraße,Weseler Straße,sa,30.12.2017,18:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,re,,501,,14,,,,2/3,1,50,,,,,,,,
Warendorfer Straße,400m v. Dyckburgstraße,sa,30.12.2017,20:40,5,,o,,,,,1,,,,,,,,,1,,31,ms,,,,751,,,,86,,2,1,38,,,,,,,,
Kappenberger Damm,150m h. Liekfor,sa,23.12.2017,16:50,5,,o,,,,,1,,,,,,,1,,,,21,eu,,,,751,,,,86,,2,,39,,,,,,,,
Davertstraße,k+k Parkplatz,fr,29.12.2017,15:42,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,od,,703,,36,,,,,1,54,,,,,,,,
Brüningheide,Hüöhe Bushaltestelle Meinertzstraße,sa,30.12.2017,17:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,701,,36,,,,2/3,1,49,,,,,,,,
Marktallee,55,fr,29.12.2017,16:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,FR,,601,,14,,,,2,1,81,,,,,,,,
B 51,Hammer Straße,sa,30.12.2017,14:55,5,,m,,,,,3,,,,,,,2,1,,,40,ms,21,ms,,623,,14,,,,,1,21,,,,,,,,
Franz-Dahlkamp-Weg,18,sa,30.12.2017,19:20,5,,m,,,,,2,,,,,,,2,,,,21,gt,21,ms,,701,,36,,,,2/3,1,37,,,,,,,,
Köhlweg,32,so,31.12.2017,19:50,5,,m,,,,,2,,,,,,,2,,,,21,re,21,ab,,501,,14,,,,2,1,21,,,,,,,,
Osthofstraße,300m h. Alter Viehstraße,so,31.12.2017,22:42,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,86,,,,2,1,29,,,,,,,,
Tibusstraße,Theater Parkhaus,so,31.12.2017,14:35,5,,m,,,,,1,,,,,,,1,,,,21,waf,,,,711,,36,,,,,,78,,,,,,,,
Warendorfer Straße,189,sa,30.12.2017,12:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,1,75,,,,,,,,
Scheibenstraße,84,sa,30.12.2017,16:50,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,en,,711,,36,37,,,1,1,25,,,,,,,,
Bertha-von-Suttner-Straße,Loddenheide,do,28.12.2017,12:45,5,,o,,,,,2,,,,,,,2,,,,21,st,21,ms,,621,,14,,,,,,44,,,,,,,,
Catharina-Müller-Straße,2a,fr,29.12.2017,16:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,55,,,,,,,,
Weseler Straße,729-735,do,28.12.2017,12:00,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,ld,,201,,14,,,,,,68,,,,,,,,
Allensteiner Straße,64,fr,29.12.2017,16:25,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,2,1,56,,,,,,,,
Dorpatweg,8,fr,29.12.2017,19:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,2,1,25,,,,,,,,
Weseler Straße,Lühnstiege,fr,29.12.2017,20:29,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,nrw,,712,,36,,,,2/3,1,23,,,,,,,,
Wilkinghege,100m westl. Gasselstiege,sa,30.12.2017,18:45,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,751,,,,86,,2,1,20,,,,,,,,
Ostmarkstraße,Niedersachsenring,sa,30.12.2017,17:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,44,,,2/3,1,25,,,,,,,,
Havixbecker Straße,Hohenholter Straße,so,31.12.2017,19:25,5,,,o,,,,1,,,,,,,1,,,,21,st,,,,101,,49,,,,2,1,77,,Stadt ,,,,,,
Schneidemühler Straße,60,so,31.12.2017,18:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,2/3,1,90,,,,,,,,
Herwarthstraße,Engelstraße,fr,29.12.2017,11:55,5,,m,,,,,2,,,,,,,1,,1,,21,st,31,coe,,651,,14,,,,,,46,,,,,,,,
Düesbergweg,42,fr,29.12.2017,18:15,5,,o,,,,,2,,,,,,,2,,,,21,d,21,ms,,501,,14,,,,2/3,1,34,,,,,,,,
Bernsmeyerstiege,Ausfahrt Franziskus,fr,29.12.2017,14:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,702,,14,,,,,,63,,,,,,,,
Warendorfer Straße,63,fr,17.11.2017,11:57,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,me,,701,,49,,,,,,78,,,702000-063165-17/5,,,,,
Düesbergweg,52,fr,17.11.2017,08:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,gt,,501,,49,,,,,,87,,,702000-063614-17/1,,,,,
Elvenstück,1,mo,11.12.2017,16:46,5,X,,,,,,1,,,,,,,,1,,,51,vec,,,,799,,49,,,,,1,F,,,702000-068178-17/8,,,,,
Schlossplatz,Frauenstraße,mo,04.12.2017,18:10,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,645,,26,,,,2/3,1,59,43,,702000-066530-17/4,,,,,
Hoffschultestraße,Memelufer,sa,09.12.2017,19:25,6,,,,,,,1,,,,,,,,,,1,22,w,,,,799,01,49,,,,2,1,35,,"2,69 °/oo",702000-067636-17/3,,,,,
Coerdestraße,2,do,07.12.2017,08:25,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,799,,49,,,,,1,67,,,702000-067294-17/3,,,,,
Sophienstraße,35,di,19.12.2017,12:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,701,,49,,,,,,F,,,702000-069860-17/2,,,,,
Catharina-Müller-Straße,ggü Schrunz,fr,08.12.2017,11:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,712,,36,,,,,1,73,,,702000-067444-17/2,,,,,
Spiegelturm,Parkplatz,so,12.11.2017,15:40,5,X,,,,,,2,,,,,,,2,,,,21,ol,21,st,,703,,49,,,,,1,F,,,709000-056766-17/4,,,,,
Friedrich-Ebert-Straße,143,mo,20.11.2017,11:30,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,703,,49,,,,,1,56,78,,702000-063618-17/7,,,,,
Brunnenweg,14,do,07.12.2017,22:15,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,501,,49,,,,,1,F,,,702000-067332-17/1,,,,,
Hammer Straße,43,mi,29.11.2017,11:50,5,X,,,,,,2,,,,,,,1,1,,,40,st,21,ms,,501,,49,,,,,,28,,,702000-065531-17/0,,,,,
Grevingstraße,33d,so,19.11.2017,14:45,5,X,,,,,,2,,,,,,,2,,,,21,re,21,ms,,799,,49,,,,,,55,,,702000-063412-17/9,,,,,
Kinderhauser Straße,101,mi,22.11.2017,15:10,5,X,,,,,,2,,,,,,,2,,,,21,d,21,lh,,141,,49,,,,,,33,,,702000-064208-17/1,,,,,
Mauritzstraße,46,do,07.12.2017,06:45,5,,a,,,,,1,,,,,,,1,,,,21,ms,,,,703,,37,,,,1,,53,,,702000-067180-17/4,,,,,
Robert-Bosch-Straße,16,so,10.12.2017,20:30,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,2/3,2,F,,,702000-067716-17/3,,,,,
Alter Mühlenweg,41,di,12.12.2017,07:30,5,X,,,,,,2,,,,,,,,2,,,40,,40,ms,,681,,49,,,,2,1,F,,,702000-068066-17/7,,,,,
Augustastraße,16,fr,15.12.2017,15:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,702000-068893-17/9,,,,,
Kaldenhofer Weg,500m v. Wolbecker Straße,mi,20.12.2017,17:35,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,799,,49,,,,2,1,F,,,702000-069886-17/8,,,,,
Egelshove,1,sa,09.12.2017,10:35,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,1,F,,,702000-067580-17/2,,,,,
Hamannplatz,Parkplatz,di,12.12.2017,05:10,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,1,F,,,702000-068105-17/4,,,,,
Grevener Straße,182,do,21.12.2017,15:25,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,799,,49,,,,1,1,F,,,702000-070182-17/5,,,,,
Albersloher Weg,14,fr,24.11.2017,10:55,5,X,,,,,,2,,,,,,,,1,1,,46,coe,33,ms,,799,,49,,,,,1,70,,,702000-064665-17/8,,,,,
Hansaring,150m v. Albersloher Weg,do,23.11.2017,07:50,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ko,,799,,49,,,,1/3,,F,,,702000-064262-17/3,,,,,
Königsstraße,Parkhaus Arkaden,mo,18.12.2017,16:00,5,,a,,,,,2,,,,,,,2,,,,21,os,21,ms,,703,,49,,,,,,35,,,702000-069291-17/2,,,,,
Hansaring,38,do,23.11.2017,22:45,3,,,,,,1,2,,,,,1,,1,,,,21,ms,01,,,302,,28,49,,,2/3,,34,26,,702000-064499-17/3,,,,,
Warendorfer Straße,48,di,05.12.2017,16:10,3,,,,,,1,2,1,,,,,,1,,,,81,,21,ms,,401,,64,,,,,,50,60,,702000-066773-17/9,,,,,
Herwarthstraße,7,do,23.11.2017,16:55,5,X,,,,,,2,,,,,,,1,,1,,21,,31,ms,,651,,49,,,,,1,F,,,702000-064467-17/2,,,,,
Wolbecker Straße,Dortmunder Straße,mi,13.12.2017,09:28,5,X,,,,,,2,,,,,,,,2,,,40,kk,44,e,,322,,28,,,,,1,58,54,,702000-068348-17/9,,,,,
Schmeddingstraße,70,do,23.11.2017,19:45,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,49,,,2/3,1,77,,,702000-064488-17/3,,,,,
Maximilianstraße,39,fr,15.12.2017,13:30,5,X,,,,,,2,,,,,,,2,,,,21,,21,be,,701,,49,,,,,,F,,,702000-068890-17/2,,,,,
Hafenstraße,Ludgeriplatz,mi,22.11.2017,10:00,5,X,,,,,,2,,,,,,,1,1,,,40,st,21,ms,,232,,34,49,,,,,68,,,702000-064066-17/5,,,,,
York-Ring,25,do,21.12.2017,16:50,3,,,,,,1,2,,1,n,,,,1,,,,21,re,71,,,399,,37,,,,2/3,1,35,27,,702000-070115-17/5,,,,,
Goldstraße,Seitenstreifen,sa,30.12.2017,09:32,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ge,,701,,49,,,,,1,F,,,701000-142756-17/0,,,,,
Warendorfer Straße,Hugerlandshofweg,do,16.11.2017,14:20,3,,,,,,1,2,,,,,,,1,1,,,21,waf,46,waf,,302,,28,,,,,,37,55,,702000-062939-17/1,,,,,
Raesfeldstraße,31,mi,27.12.2017,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,f,,701,,49,,,,,,F,,,702000-071057-17/8,,,,,
Weseler Straße,Aegidiitor,di,21.11.2017,15:00,3,,,,,,2,3,1,1,n,,,,1,,,,21,ms,71,,,243,,34,49,,,,1,50,5,,702000-063917-17/4,,,,,
Alter Postweg,55,di,21.11.2017,14:11,2,,,,,1,,2,,,,,1,,,1,,,40,ms,01,,,682,,11,49,,,,1,68,63,,702000-063915-17/6,,,,,
Hohenzollernring,Warendorfer Straße,mo,25.12.2017,14:55,5,,a,,,,,2,,,,,,,2,,,,21,pb,21,ms,,321,,31,,,,,,61,,,,,,,,
Breite Gasse,46,do,21.12.2017,14:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,46,,,,,,,,
Hohenzollernring,72,sa,30.12.2017,13:30,5,,m,,,,,2,,,,,,,2,,,,21,mhl,21,coe,,703,,36,,,,,1,51,,,,,,,,
Brunnenstraße,Weseler Straße,mo,20.11.2017,19:30,3,,,,,,1,2,,1,n,,,,1,,,,21,waf,71,,,342,,28,,,,2/3,1,29,29,,702000-063685-17/7,,,,,
Dorothea-Petersmann-Weg,Salzmannstraße,di,21.11.2017,15:50,3,,,,,,1,5,,,,,,,5,,,,21,ms,21,ms,,322,,27,,,,,1,19,50,,702000-064330-17/4,,,,,
Hiltruper Straße,,so,31.12.2017,18:00,5,X,,,,,,1,,,,,,,1,,,,21,do,,,,141,,49,,,,,,29,,,702000-000054-18/7,,,,,
Düesbergweg,124,sa,23.12.2017,15:30,5,X,,,,,,2,,,,,,,2,,,,21,lh,21,os,,702,,36,,,,,,33,,,702000-070459-17/1,,,,,
Bergiusstraße,8,fr,22.12.2017,08:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,703,,49,,,,,,F,,,711000-037756-17/7,,,,,
Meinertzstraße,56,mo,04.12.2017,17:35,3,X,,,,,2,4,,,,,,,4,,,,21,ms,21,ms,,799,,13,36,,,2/3,,17,55,,702000-066529-17/4,,,,,
Zum Häpper,Bushaltestelle Amelsbüren Kirche,do,07.12.2017,13:30,2,,,,,1,,1,,,,,,,,,1,,33,ms,,,,799,,49,,,,,,47,,,702000-068326-17/6,,,,,
Studtstraße,31,di,05.12.2017,21:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,599,,49,,,,2,,F,,,702000-067284-17/2,,,,,
Kettelerstraße,Wermelingstraße,sa,23.12.2017,00:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,coe,,591,,49,,,,,1,26,,,702000-070418-17/8,,,,,
Coerdeplatz,Wermelingstraße,do,28.12.2017,12:30,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,581,,43,45,,,,,28,49,,702000-071085-17/3,,,,,
Dorpatweg,ggü. 9,so,05.11.2017,15:15,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,w,,702,,49,,,,,1,F,,,702000-061095-17/0,,,,,
Haus Uhlenkotten,Haus Uhlenkotten,mi,20.12.2017,16:05,3,,,,,,1,2,,1,n,,,,1,,,,21,os,71,,,301,,28,,,,1/3,1,30,65,,702000-070019-17/9,,,,,
Roxeler Straße,Schmeddingstraße,fr,22.12.2017,08:00,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,682,,11,,,,,,F,,,702000-070361-17/8,,,,,
Manfred-von-Richthofen-Straße,56,di,19.12.2017,07:50,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,702,,14,,,,,,F,,,702000-070662-17/3,,,,,
Grüner Grund,20,mo,20.11.2017,10:15,5,X,,,,,,1,,,,,,,,1,,,40,ms,,,,799,,49,,,,,1,51,,,702000-063582-17/8,,,,,
Corrensstraße,54,mo,18.12.2017,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,wes,,702,,14,,,,2,,F,,,702000-069532-17/1,,,,,
Hochstraße,6,do,16.11.2017,07:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,49,,,,1,,44,,,702000-062962-17/1,,,,,
Hammer Straße,44,mi,27.12.2017,11:35,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,702000-070988-17/5,,,,,
Hohenzollernring,72,fr,15.12.2017,04:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,702000-068828-17/7,,,,,
Studtplatz,Hedwigstraße,do,14.12.2017,18:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,du,,599,,36,,,,,1,62,,,702000-069256-17/3,,,,,
Von-Stauffenberg-Straße,Leuschnerstraße,mi,13.12.2017,17:17,2,,,,,1,,2,1,,,,,,1,,,,21,ms,81,,,222,,40,,,,2/3,1,26,59,,702000-068455-17/5,,,,,
Wolbecker Straße,B 51,sa,23.12.2017,15:45,5,X,,,,,,2,,,,,,,2,,,,21,waf,21,waf,,621,,14,,,,,1,29,,,702000-070439-17/9,,,,,
Hüfferstraße,45,fr,22.12.2017,08:55,3,,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,651,,22,,,,,1,50,54,,702000-070383-17/8,,,,,
