vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,igvp
Theißingstraße,1,mi,26.09.2018,18:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,49,,,,1,,50,,,702000-054328-18/8
Marktallee,18,mo,24.09.2018,11:55,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,73,,,702000-053739-18/3
Kapitelstraße,38,sa,03.11.2018,08:45,2,,,,,1,,2,,2,n/n,,,,,,,,71,,71,,,371,,37,,,,,,77,62,,702000-062396-18/5
Friedrich-Ebert-Straße,Annenstraße,mi,14.11.2018,13:30,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,141,,49,,74,,,1/3,61,,,702000-064681-18/1
Am Pulverschuppen,19,mo,15.10.2018,13:00,5,X,,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,,,45,,,702000-058193-18/8
Handorfer Straße,Dorbaumstraße,sa,22.09.2018,18:20,2,,,,,1,,2,,1,j,,,,1,,,,21,ms,71,,,351,,49,,,,1,1,55,68,,702000-053536-18/2
Bremer Platz,22,sa,29.09.2018,13:00,5,X,,,,,,2,,,,,,,2,,,,21,m,21,sg,,599,,37,,,,,,20,,,702000-054890-18/3
Marktallee,Glasuritstraße,do,20.09.2018,15:45,3,,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,202,,35,49,,22,,,88,16,,702000-053132-18/8
Geierhorst,4,do,01.11.2018,00:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,2/3,,F,,,702000-061994-18/6
Albersloher Weg,Kiesekamps Mühle,mi,14.11.2018,17:15,3,,,,,,1,2,,,,,1,,1,,,,21,ms,01,,,621,,14,,,,2/3,,23,21,,702000-064769-18/3
Hörsterstraße,10,di,13.11.2018,18:30,3,,,,,,1,2,1,,,,1,,,,,,81,,01,,,421,,64,,,,2,,56,30,,702000-064554-18/3
Friesenring,60,mi,14.11.2018,16:45,3,,,,,,1,2,1,1,n,,,,,,,,81,,71,,,799,,65,,74,,2/3,1/3,29,42,,702000-064762-18/0
Klosterstraße,58,do,25.10.2018,17:00,4,X,,,,,,2,,,,,,,2,,,,21,ms,21,en,,701,,14,,,,1,,74,,,702000-061042-18/5
Hoove,144,di,30.10.2018,10:15,5,X,,,,,,2,,1,P,,,,,,,1,92,,72,,,799,,49,,,,,,F,,,702000-061627-18/0
Buddenstraße,22,fr,02.11.2018,18:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,h,,501,,14,,,,,,F,,,702000-064717-18/0
Albersloher Weg,445,mi,19.09.2018,17:02,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,601,,49,,,,,,11,33,,702000-052046-18/0
Marktallee,88,mo,22.10.2018,11:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,st,,703,,36,,,,,1,76,,,702000-059854-18/0
Düesbergweg,63,do,15.11.2018,15:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,799,,49,,,,,,F,,,702000-064998-18/1
Feldstiege,80,mo,24.09.2018,09:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,59,,,702000-053774-18/2
Weseler Straße,212,sa,13.10.2018,16:12,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,14,,,,,,F,,,702000-057758-18/8
Dingbängerweg,Ecke DJK Wacker-Mecklenbeck,mi,07.11.2018,18:45,5,,z,,,,,2,,,,,,,2,,,,21,ms,21,be,,623,,14,,,,2,1,28,,,
Moränenstraße,Parkplatz Marktplatz,mi,07.11.2018,11:35,5,,z,,,,,2,,,,,,,2,,,,21,waf,21,ah,,703,,36,,,,,,69,,,
Düesbergweg,,mi,07.11.2018,20:15,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,st,,681,,14,,,,2/3,1,39,,,
Albersloher Weg,Homannstraße,mi,07.11.2018,10:05,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,te,,601,,14,,,,,,19,,,
Am Hagen,46,mi,07.11.2018,11:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,502,,14,49,,,,,20,,,
B 54,"FR Altenberge, k.h. 70er Zone",mi,24.10.2018,20:35,5,,,o,,,,1,,,,,,,1,,,,21,bf,,,,751,,86,,,,,,30,,,
Waldeyerstraße,84,mi,07.11.2018,04:45,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,501,,14,,,,2,,60,,,
Zum Guten Hirten,Alerdinckstraße,do,18.10.2018,09:50,5,,a,,,,,2,,1,n,,,,1,,,,21,ms,71,,,302,,49,82,,,,,61,,,
Hummelbrink,7,mi,07.11.2018,12:50,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,waf,,501,,14,,,,,,50,,,
Wiedaustraße,"Abschn. 1, km 2,0",do,25.10.2018,19:15,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,86,,,,2,1,69,,,
Schöppingenweg,105,mi,12.09.2018,22:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,lh,,799,,49,,,,,,F,,,702000-050846-18/0
Kanalstraße,Cheruskerring,fr,16.11.2018,20:15,2,,,,,1,,2,1,,,,,,1,,,,21,os,81,,,221,,39,49,,,2/3,,59,24,,702000-065326-18/7
Servatiiplatz,Von-Vincke-Straße,do,15.11.2018,12:15,3,,,,,,2,2,,,,,,,2,,,,21,waf,21,waf,,322,,28,,,,,,78,51,,702000-064957-18/8
Loddenheide,45,mo,08.10.2018,09:20,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,lün,,231,,14,49,,,,,21,23,,702000-056371-18/6
Hafenstraße,64 / Eisenbahnunterführung,do,08.11.2018,01:55,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,799,01,49,,,,2/3,,22,,1.81 °/oo,702000-063336-18/2
Warendorfer Straße,104,di,13.11.2018,09:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,14,,,,,,F,,,702000-065372-18/6
Schillerstraße,Emdener Straße,mi,22.08.2018,13:20,5,,m,,,,,2,,,,,,,2,,,,21,bi,21,ms,,594,,35,,,,,,30,,,
Biederlackweg,,sa,03.11.2018,17:40,5,,o,,,,,2,,,,,,,1,,,1,59,ms,21,st,,502,,49,,,,2,,42,,,
Steinfurter Straße,Orleans-Ring,mi,31.10.2018,11:00,5,,a,,,,,2,,1,j,,,,1,,,,71,,21,ms,,344,,31,,,,,,75,,,
